Date,Ligne,Heure_Départ,Heure_Arrivée,Passagers,Capacité,Carburant_L,Distance_km,Panne,Retard,Plaintes,Remplissage (%),Consommation_par_km,Emissions_CO2_kg,Météo,Type_Voiture,Vacances,Week-end,Heure_Pointe,Dépenses_Maintenance,Satisfaction_Client
2025-08-14,Ambohijatovo – Anosizato,16:00,17:28,24,25,16.6,19,Non,Oui,4,96.0,0.87,44.5,Brouillard,5 places,Oui,Non,Non,31040.39,4
2025-08-15,Andavamamba – Ivato,09:45,10:30,27,30,10.9,11,Oui,Oui,2,90.0,0.99,29.2,Vent fort,9 places,Oui,Non,Non,47462.72,4
2025-08-16,Mahamasina – 67Ha,11:30,12:15,13,25,16.5,17,Oui,Non,3,52.0,0.97,44.2,Vent fort,5 places,Oui,Non,Non,31397.38,4
2025-08-17,Andavamamba – Ivato,14:00,14:50,30,30,15.9,17,Oui,Oui,5,100.0,0.94,42.6,Pluie,5 places,Non,Non,Non,17366.27,5
2025-08-18,Andavamamba – Ivato,10:30,11:42,14,30,15.2,19,Non,Non,0,46.7,0.8,40.7,Pluie,12 places,Non,Non,Oui,24147.2,3
2025-08-19,Mahamasina – 67Ha,11:45,13:15,17,40,16.8,13,Non,Non,1,42.5,1.29,45.0,Brouillard,12 places,Non,Oui,Oui,20160.31,5
2025-08-20,Andavamamba – Ivato,07:15,08:14,24,25,10.8,12,Oui,Non,3,96.0,0.9,28.9,Soleil,9 places,Oui,Non,Oui,41077.76,2
2025-08-21,Analakely – Ankatso,18:15,19:13,23,30,15.1,18,Oui,Non,1,76.7,0.84,40.5,Orage,9 places,Non,Non,Non,12542.86,5
2025-08-22,Ankorondrano – Itaosy,13:15,14:22,7,25,16.7,20,Non,Oui,4,28.0,0.83,44.8,Pluie,5 places,Oui,Oui,Oui,27836.05,2
2025-08-23,Mahamasina – 67Ha,17:00,17:52,15,40,11.2,17,Non,Non,0,37.5,0.66,30.0,Brouillard,7 places,Non,Non,Non,12536.72,2
2025-08-24,Andavamamba – Ivato,05:45,06:45,6,30,9.0,15,Non,Non,1,20.0,0.6,24.1,Orage,12 places,Oui,Non,Non,16554.95,3
2025-08-25,Mahamasina – 67Ha,07:45,08:52,23,30,17.5,14,Oui,Non,2,76.7,1.25,46.9,Orage,7 places,Oui,Oui,Oui,40901.61,5
2025-08-26,Mahamasina – 67Ha,15:00,15:39,11,40,9.4,15,Non,Non,0,27.5,0.63,25.2,Pluie,5 places,Non,Non,Oui,29357.0,3
2025-08-27,Ambohijatovo – Anosizato,08:45,09:46,20,25,12.4,10,Oui,Oui,1,80.0,1.24,33.2,Orage,7 places,Non,Non,Non,12639.11,1
2025-08-28,Andavamamba – Ivato,13:45,14:45,23,40,12.8,19,Non,Non,0,57.5,0.67,34.3,Vent fort,12 places,Non,Non,Oui,48093.14,5
2025-08-29,Andavamamba – Ivato,08:00,09:11,25,30,8.9,18,Non,Non,0,83.3,0.49,23.9,Soleil,5 places,Oui,Non,Oui,42793.76,2
2025-08-30,Andavamamba – Ivato,14:15,15:17,25,30,11.7,17,Non,Oui,3,83.3,0.69,31.4,Vent fort,7 places,Oui,Non,Non,37315.54,3
2025-08-31,Mahamasina – 67Ha,07:30,08:37,28,35,9.6,17,Non,Oui,4,80.0,0.56,25.7,Soleil,12 places,Non,Non,Non,26900.1,3
2025-09-01,Ankorondrano – Itaosy,13:15,13:58,14,25,11.8,10,Non,Non,0,56.0,1.18,31.6,Pluie,7 places,Oui,Non,Non,23310.86,2
2025-09-02,Ambohijatovo – Anosizato,07:15,08:08,12,40,12.0,18,Oui,Non,2,30.0,0.67,32.2,Brouillard,7 places,Non,Oui,Oui,47788.86,4
2025-09-03,Ankorondrano – Itaosy,12:15,12:51,28,35,10.7,15,Non,Oui,4,80.0,0.71,28.7,Soleil,5 places,Oui,Non,Oui,15263.59,5
2025-09-04,Andavamamba – Ivato,11:45,12:41,9,30,11.0,13,Non,Oui,2,30.0,0.85,29.5,Orage,7 places,Non,Non,Oui,28688.12,1
2025-09-05,Ambohijatovo – Anosizato,07:00,08:20,8,30,15.1,19,Non,Non,1,26.7,0.79,40.5,Brouillard,12 places,Non,Oui,Non,34871.2,1
2025-09-06,Ankorondrano – Itaosy,07:45,09:11,21,30,10.4,10,Non,Non,1,70.0,1.04,27.9,Pluie,9 places,Non,Non,Non,33888.72,4
2025-09-07,Mahamasina – 67Ha,19:15,20:42,27,35,14.5,14,Non,Oui,1,77.1,1.04,38.9,Brouillard,5 places,Oui,Non,Non,25191.21,5
2025-09-08,Mahamasina – 67Ha,11:15,12:33,5,30,16.2,14,Non,Non,0,16.7,1.16,43.4,Orage,9 places,Oui,Non,Non,34603.04,4
2025-09-09,Andavamamba – Ivato,10:30,11:42,14,30,15.2,19,Non,Non,0,46.7,0.8,40.7,Pluie,12 places,Non,Non,Oui,24147.2,3
2025-09-10,Ankorondrano – Itaosy,12:15,13:26,8,25,11.8,12,Non,Non,0,32.0,0.98,31.6,Soleil,12 places,Non,Oui,Non,44230.26,2
2025-09-11,Mahamasina – 67Ha,11:15,12:33,5,30,16.2,14,Non,Non,0,16.7,1.16,43.4,Orage,9 places,Oui,Non,Non,34603.04,4
2025-09-01,Ambohijatovo – Anosizato,13:15,13:56,19,40,16.4,18,Oui,Oui,5,47.5,0.91,44.0,Pluie,5 places,Oui,Non,Oui,20823.02,2
2025-09-02,Andavamamba – Ivato,10:30,11:50,13,30,9.3,12,Non,Oui,1,43.3,0.78,24.9,Soleil,9 places,Oui,Non,Oui,29358.34,1
2025-09-03,Analakely – Ankatso,16:45,17:29,20,25,15.7,18,Non,Non,0,80.0,0.87,42.1,Pluie,7 places,Oui,Non,Oui,17138.73,5
2025-09-04,Ankorondrano – Itaosy,08:45,09:54,5,40,12.4,11,Non,Oui,2,12.5,1.13,33.2,Soleil,9 places,Non,Non,Oui,47147.26,4
2025-09-05,Ambohijatovo – Anosizato,12:30,13:34,24,25,17.2,15,Non,Non,1,96.0,1.15,46.1,Brouillard,5 places,Non,Non,Non,40766.43,1
2025-09-06,Ankorondrano – Itaosy,18:00,18:49,7,30,16.0,19,Non,Oui,4,23.3,0.84,42.9,Soleil,12 places,Non,Non,Oui,23609.71,4
2025-09-07,Ankorondrano – Itaosy,05:45,06:48,20,30,16.3,18,Non,Non,0,66.7,0.91,43.7,Soleil,9 places,Non,Oui,Non,10777.74,2
2025-09-08,Analakely – Ankatso,11:00,12:10,31,40,11.4,13,Non,Non,1,77.5,0.88,30.6,Vent fort,7 places,Non,Non,Oui,27121.75,4
2025-09-09,Mahamasina – 67Ha,09:15,10:31,7,30,15.0,17,Non,Oui,3,23.3,0.88,40.2,Pluie,12 places,Oui,Non,Non,35126.91,2
2025-09-10,Andavamamba – Ivato,18:00,18:35,18,25,14.1,11,Non,Non,1,72.0,1.28,37.8,Vent fort,7 places,Non,Non,Oui,36710.63,3
2025-09-11,Analakely – Ankatso,20:00,20:50,10,35,12.2,13,Oui,Non,2,28.6,0.94,32.7,Vent fort,12 places,Non,Non,Non,9684.93,2
2025-09-12,Ambohijatovo – Anosizato,06:00,07:02,22,40,9.0,17,Non,Oui,3,55.0,0.53,24.1,Brouillard,7 places,Non,Non,Non,40795.25,1
2025-09-13,Analakely – Ankatso,16:15,17:39,37,40,14.3,20,Non,Non,1,92.5,0.72,38.3,Soleil,12 places,Non,Oui,Non,27354.51,4
2025-09-14,Ambohijatovo – Anosizato,17:15,18:32,16,35,14.5,11,Oui,Non,1,45.7,1.32,38.9,Orage,5 places,Non,Non,Oui,6870.78,2
2025-09-15,Andavamamba – Ivato,13:00,14:25,29,40,13.6,10,Non,Non,0,72.5,1.36,36.4,Brouillard,7 places,Oui,Non,Oui,15659.18,3
2025-09-16,Ambohijatovo – Anosizato,06:00,06:40,32,35,15.0,14,Non,Non,0,91.4,1.07,40.2,Pluie,12 places,Oui,Non,Oui,43447.33,4
2025-09-17,Ambohijatovo – Anosizato,09:45,11:09,17,25,14.6,11,Non,Non,1,68.0,1.33,39.1,Brouillard,7 places,Non,Oui,Non,33420.21,4
2025-09-18,Andavamamba – Ivato,07:45,09:12,20,30,13.2,16,Non,Non,0,66.7,0.82,35.4,Vent fort,5 places,Non,Non,Non,44072.21,4
2025-09-19,Ankorondrano – Itaosy,18:45,19:50,22,35,10.4,19,Non,Non,1,62.9,0.55,27.9,Soleil,9 places,Non,Non,Oui,26668.51,1
2025-09-20,Ambohijatovo – Anosizato,05:15,06:18,35,40,16.6,16,Oui,Oui,2,87.5,1.04,44.5,Vent fort,7 places,Oui,Non,Oui,48331.71,5
2025-09-21,Ankorondrano – Itaosy,19:15,20:25,28,40,13.7,17,Non,Non,1,70.0,0.81,36.7,Pluie,9 places,Oui,Non,Oui,10409.41,5
2025-09-22,Ankorondrano – Itaosy,17:15,18:07,21,35,13.1,15,Non,Non,0,60.0,0.87,35.1,Vent fort,5 places,Oui,Non,Non,36215.7,4
2025-09-23,Ankorondrano – Itaosy,08:00,08:34,26,40,9.4,15,Non,Non,0,65.0,0.63,25.2,Brouillard,7 places,Non,Non,Non,20974.83,2
2025-09-24,Mahamasina – 67Ha,05:30,06:29,39,40,11.7,10,Non,Oui,0,97.5,1.17,31.4,Brouillard,5 places,Non,Non,Oui,9705.55,4
2025-09-25,Andavamamba – Ivato,09:15,10:12,7,40,15.4,16,Non,Non,1,17.5,0.96,41.3,Soleil,5 places,Non,Oui,Non,28166.78,2
2025-09-26,Analakely – Ankatso,08:15,09:42,10,35,17.6,14,Non,Non,0,28.6,1.26,47.2,Brouillard,12 places,Oui,Oui,Non,22827.77,2
2025-09-27,Ambohijatovo – Anosizato,12:30,13:34,24,25,17.2,15,Non,Non,1,96.0,1.15,46.1,Brouillard,5 places,Non,Non,Non,40766.43,1
2025-09-28,Mahamasina – 67Ha,09:00,09:54,19,35,9.8,15,Non,Oui,1,54.3,0.65,26.3,Soleil,9 places,Oui,Non,Oui,7338.71,3
2025-09-29,Mahamasina – 67Ha,16:00,16:59,10,40,10.3,10,Non,Non,1,25.0,1.03,27.6,Soleil,7 places,Oui,Non,Oui,13143.96,4
2025-09-30,Ambohijatovo – Anosizato,20:30,21:39,17,25,10.9,20,Oui,Oui,0,68.0,0.55,29.2,Brouillard,12 places,Non,Non,Oui,15956.7,5
2025-10-01,Ankorondrano – Itaosy,20:30,21:24,6,30,9.8,10,Non,Non,1,20.0,0.98,26.3,Brouillard,9 places,Oui,Non,Non,9612.94,5
2025-10-02,Ambohijatovo – Anosizato,07:30,08:14,25,30,11.9,18,Oui,Oui,2,83.3,0.66,31.9,Brouillard,9 places,Non,Oui,Non,49153.38,5
2025-10-03,Andavamamba – Ivato,20:00,21:03,36,40,15.9,20,Oui,Oui,4,90.0,0.8,42.6,Soleil,9 places,Oui,Non,Oui,25065.62,5
2025-10-04,Ankorondrano – Itaosy,08:15,09:41,13,40,11.2,16,Non,Non,0,32.5,0.7,30.0,Brouillard,7 places,Non,Non,Non,23420.03,3
2025-10-05,Mahamasina – 67Ha,20:30,21:14,6,25,16.0,18,Non,Oui,2,24.0,0.89,42.9,Orage,5 places,Non,Non,Oui,11858.72,2
2025-10-06,Andavamamba – Ivato,07:30,08:23,14,35,10.1,14,Non,Non,0,40.0,0.72,27.1,Vent fort,5 places,Oui,Non,Oui,6953.56,5
2025-10-07,Andavamamba – Ivato,10:30,11:02,33,35,13.4,16,Non,Non,1,94.3,0.84,35.9,Soleil,9 places,Non,Oui,Non,48568.7,5
2025-10-08,Mahamasina – 67Ha,09:15,10:27,31,40,14.1,17,Non,Oui,1,77.5,0.83,37.8,Pluie,5 places,Non,Non,Non,38159.32,4
2025-10-09,Ankorondrano – Itaosy,13:30,14:01,31,35,9.5,17,Non,Non,1,88.6,0.56,25.5,Brouillard,12 places,Non,Oui,Oui,20384.25,3
2025-10-10,Analakely – Ankatso,15:45,17:08,24,25,16.9,12,Non,Non,0,96.0,1.41,45.3,Brouillard,12 places,Oui,Non,Non,27449.97,2
2025-10-11,Analakely – Ankatso,17:00,18:24,15,35,14.7,19,Non,Oui,3,42.9,0.77,39.4,Brouillard,5 places,Non,Non,Oui,41026.4,4
2025-10-12,Analakely – Ankatso,12:45,14:10,8,40,12.5,18,Non,Non,0,20.0,0.69,33.5,Orage,5 places,Oui,Non,Oui,24389.94,2
2025-10-01,Ambohijatovo – Anosizato,10:45,11:20,34,35,10.0,15,Non,Non,0,97.1,0.67,26.8,Vent fort,5 places,Oui,Oui,Oui,26622.81,2
2025-10-02,Analakely – Ankatso,13:00,14:22,16,25,10.7,18,Non,Non,0,64.0,0.59,28.7,Pluie,7 places,Oui,Oui,Oui,40844.18,4
2025-10-03,Analakely – Ankatso,15:15,16:00,17,25,16.9,19,Non,Non,1,68.0,0.89,45.3,Brouillard,5 places,Non,Non,Oui,25348.96,1
2025-10-04,Andavamamba – Ivato,11:15,12:07,23,25,12.1,20,Non,Oui,0,92.0,0.6,32.4,Vent fort,7 places,Non,Non,Non,44100.72,2
2025-10-05,Andavamamba – Ivato,17:00,17:48,15,25,13.2,18,Non,Oui,4,60.0,0.73,35.4,Vent fort,7 places,Non,Non,Non,19227.02,5
2025-10-06,Mahamasina – 67Ha,15:00,16:13,24,25,9.3,20,Oui,Non,0,96.0,0.47,24.9,Soleil,12 places,Non,Oui,Non,18966.29,5
2025-10-07,Andavamamba – Ivato,07:00,08:19,11,40,12.5,18,Non,Oui,0,27.5,0.69,33.5,Vent fort,12 places,Non,Non,Non,36867.74,3
2025-10-08,Mahamasina – 67Ha,17:00,17:56,13,30,17.5,13,Non,Non,0,43.3,1.35,46.9,Vent fort,5 places,Non,Non,Oui,29760.19,3
2025-10-09,Mahamasina – 67Ha,08:30,09:47,17,25,15.8,12,Non,Non,0,68.0,1.32,42.3,Soleil,9 places,Non,Non,Non,32319.23,1
2025-10-10,Analakely – Ankatso,11:45,12:20,17,30,9.0,13,Non,Non,1,56.7,0.69,24.1,Brouillard,7 places,Non,Non,Oui,35069.58,4
2025-10-11,Ankorondrano – Itaosy,19:45,20:23,33,35,16.5,14,Non,Non,0,94.3,1.18,44.2,Brouillard,9 places,Non,Non,Oui,19633.55,5
2025-10-12,Ambohijatovo – Anosizato,11:15,12:20,8,40,17.9,13,Non,Non,1,20.0,1.38,48.0,Orage,9 places,Oui,Non,Non,29300.54,1
2025-10-13,Analakely – Ankatso,19:30,20:52,13,30,14.2,15,Non,Non,1,43.3,0.95,38.1,Pluie,7 places,Non,Non,Non,44533.2,5
2025-10-14,Analakely – Ankatso,07:00,08:05,24,40,8.3,12,Oui,Non,5,60.0,0.69,22.2,Pluie,7 places,Non,Non,Oui,26998.1,3
2025-10-15,Ankorondrano – Itaosy,14:30,15:54,22,40,14.6,13,Non,Non,1,55.0,1.12,39.1,Vent fort,9 places,Oui,Non,Non,35304.46,4
2025-10-16,Ankorondrano – Itaosy,07:00,07:51,21,35,12.6,18,Oui,Oui,0,60.0,0.7,33.8,Orage,9 places,Oui,Non,Non,18543.36,2
2025-10-17,Analakely – Ankatso,19:00,19:42,11,25,9.2,16,Non,Non,1,44.0,0.57,24.7,Orage,5 places,Oui,Non,Oui,25463.29,4
2025-10-18,Analakely – Ankatso,08:15,09:31,26,30,17.6,19,Non,Oui,2,86.7,0.93,47.2,Orage,7 places,Non,Oui,Non,8953.99,5
2025-10-19,Andavamamba – Ivato,20:15,20:48,37,40,17.9,19,Non,Oui,0,92.5,0.94,48.0,Orage,9 places,Non,Non,Oui,8854.62,5
2025-10-20,Analakely – Ankatso,11:45,12:36,17,35,11.1,15,Non,Non,1,48.6,0.74,29.7,Pluie,12 places,Non,Non,Non,12363.07,4
2025-10-21,Mahamasina – 67Ha,12:45,13:22,6,25,15.7,10,Non,Non,1,24.0,1.57,42.1,Soleil,12 places,Non,Oui,Oui,35650.3,4
2025-10-22,Andavamamba – Ivato,10:30,11:41,32,35,16.6,18,Non,Non,0,91.4,0.92,44.5,Brouillard,9 places,Oui,Oui,Non,12516.89,4
2025-10-23,Ambohijatovo – Anosizato,05:30,06:19,21,25,13.9,12,Non,Non,1,84.0,1.16,37.3,Brouillard,9 places,Oui,Oui,Oui,9563.94,4
2025-10-24,Ankorondrano – Itaosy,05:30,06:45,11,25,17.2,17,Oui,Non,5,44.0,1.01,46.1,Brouillard,7 places,Oui,Non,Non,46056.35,5
2025-10-25,Analakely – Ankatso,11:00,12:10,31,40,11.4,13,Non,Non,1,77.5,0.88,30.6,Vent fort,7 places,Non,Non,Oui,27121.75,4
2025-10-26,Analakely – Ankatso,18:30,19:49,12,40,17.3,12,Non,Non,0,30.0,1.44,46.4,Orage,5 places,Oui,Non,Oui,41863.5,1
2025-10-27,Ambohijatovo – Anosizato,11:15,12:20,8,40,17.9,13,Non,Non,1,20.0,1.38,48.0,Orage,9 places,Oui,Non,Non,29300.54,1
2025-10-28,Andavamamba – Ivato,07:45,08:50,8,35,9.9,11,Non,Non,0,22.9,0.9,26.5,Orage,5 places,Oui,Non,Non,45906.46,2
2025-10-29,Ambohijatovo – Anosizato,13:00,13:33,5,40,13.0,10,Non,Non,0,12.5,1.3,34.8,Soleil,7 places,Non,Non,Oui,45238.59,4
2025-10-30,Andavamamba – Ivato,15:30,17:00,5,30,17.1,11,Non,Non,1,16.7,1.55,45.8,Orage,12 places,Oui,Oui,Oui,34641.85,2
2025-10-31,Analakely – Ankatso,14:00,14:59,8,25,13.7,15,Non,Non,1,32.0,0.91,36.7,Vent fort,9 places,Non,Non,Non,19985.09,5
2025-11-01,Ankorondrano – Itaosy,12:00,12:50,21,30,14.9,18,Non,Non,1,70.0,0.83,39.9,Orage,12 places,Non,Non,Non,28201.82,5
2025-11-02,Ankorondrano – Itaosy,14:00,14:53,31,40,9.9,11,Non,Non,1,77.5,0.9,26.5,Vent fort,5 places,Oui,Oui,Oui,8307.35,2
2025-11-03,Ankorondrano – Itaosy,11:00,11:42,12,25,14.2,12,Oui,Non,5,48.0,1.18,38.1,Orage,9 places,Non,Oui,Oui,6316.13,1
2025-11-04,Andavamamba – Ivato,16:45,17:33,26,35,10.2,12,Non,Non,1,74.3,0.85,27.3,Brouillard,7 places,Oui,Non,Oui,24178.16,5
2025-11-05,Ambohijatovo – Anosizato,15:15,16:31,10,30,16.7,15,Non,Oui,3,33.3,1.11,44.8,Orage,5 places,Non,Non,Oui,14042.02,5
2025-11-06,Ambohijatovo – Anosizato,05:15,06:18,35,40,16.6,16,Oui,Oui,2,87.5,1.04,44.5,Vent fort,7 places,Oui,Non,Oui,48331.71,5
2025-11-07,Analakely – Ankatso,05:15,06:38,13,25,10.4,10,Non,Non,1,52.0,1.04,27.9,Pluie,12 places,Oui,Non,Oui,32749.26,4
2025-11-08,Ankorondrano – Itaosy,12:15,13:26,8,25,11.8,12,Non,Non,0,32.0,0.98,31.6,Soleil,12 places,Non,Oui,Non,44230.26,2
2025-11-09,Analakely – Ankatso,13:45,14:38,14,30,17.5,14,Non,Non,1,46.7,1.25,46.9,Pluie,5 places,Non,Non,Non,44639.18,2
2025-11-10,Ankorondrano – Itaosy,19:45,20:15,13,30,16.4,12,Non,Non,1,43.3,1.37,44.0,Vent fort,5 places,Non,Oui,Non,20640.72,5
2025-11-11,Ambohijatovo – Anosizato,15:45,17:15,32,35,10.2,13,Non,Oui,5,91.4,0.78,27.3,Vent fort,7 places,Non,Non,Non,33061.36,1
2025-11-01,Analakely – Ankatso,05:15,06:01,12,25,9.0,14,Non,Non,1,48.0,0.64,24.1,Vent fort,7 places,Oui,Oui,Non,8248.93,5
2025-11-02,Ankorondrano – Itaosy,14:00,14:53,31,40,9.9,11,Non,Non,1,77.5,0.9,26.5,Vent fort,5 places,Oui,Oui,Oui,8307.35,2
2025-11-03,Analakely – Ankatso,12:45,14:09,17,30,11.7,19,Non,Non,1,56.7,0.62,31.4,Brouillard,5 places,Non,Non,Non,19562.46,3
2025-11-04,Ambohijatovo – Anosizato,06:00,06:40,32,35,15.0,14,Non,Non,0,91.4,1.07,40.2,Pluie,12 places,Oui,Non,Oui,43447.33,4
2025-11-05,Ambohijatovo – Anosizato,11:00,12:02,20,35,15.0,19,Non,Non,1,57.1,0.79,40.2,Vent fort,12 places,Oui,Oui,Oui,29601.38,4
2025-11-06,Ankorondrano – Itaosy,11:00,11:47,6,35,17.6,10,Non,Non,0,17.1,1.76,47.2,Orage,12 places,Oui,Non,Oui,9814.13,2
2025-11-07,Andavamamba – Ivato,13:45,14:45,23,40,12.8,19,Non,Non,0,57.5,0.67,34.3,Vent fort,12 places,Non,Non,Oui,48093.14,5
2025-11-08,Andavamamba – Ivato,14:00,15:00,21,30,8.1,15,Non,Non,1,70.0,0.54,21.7,Pluie,5 places,Oui,Non,Oui,32000.92,5
2025-11-09,Ankorondrano – Itaosy,05:00,06:07,16,35,11.5,18,Non,Non,1,45.7,0.64,30.8,Pluie,5 places,Oui,Oui,Non,39121.84,1
2025-11-10,Ankorondrano – Itaosy,09:15,10:03,24,35,11.1,11,Oui,Non,4,68.6,1.01,29.7,Soleil,5 places,Oui,Non,Oui,31340.95,1
2025-11-11,Analakely – Ankatso,19:45,20:33,8,35,16.4,11,Oui,Non,3,22.9,1.49,44.0,Soleil,9 places,Oui,Non,Non,26759.55,2
2025-11-12,Analakely – Ankatso,17:30,18:46,27,40,11.5,15,Oui,Non,5,67.5,0.77,30.8,Vent fort,12 places,Non,Non,Non,22723.9,1
2025-11-13,Mahamasina – 67Ha,20:45,21:15,8,35,16.2,14,Non,Oui,0,22.9,1.16,43.4,Soleil,5 places,Non,Non,Oui,41778.4,1
2025-11-14,Analakely – Ankatso,17:45,18:59,14,25,14.7,16,Non,Non,1,56.0,0.92,39.4,Soleil,7 places,Non,Non,Non,44066.4,1
2025-11-15,Ambohijatovo – Anosizato,15:30,16:33,17,35,13.9,10,Non,Non,0,48.6,1.39,37.3,Soleil,7 places,Oui,Non,Non,49398.36,5
2025-11-16,Andavamamba – Ivato,15:45,17:09,9,35,15.7,10,Non,Non,0,25.7,1.57,42.1,Orage,9 places,Non,Non,Oui,38230.21,2
2025-11-17,Analakely – Ankatso,17:45,19:01,14,30,10.8,14,Non,Non,1,46.7,0.77,28.9,Vent fort,12 places,Oui,Non,Oui,26597.25,5
2025-11-18,Ambohijatovo – Anosizato,13:00,13:48,5,25,9.3,13,Non,Non,0,20.0,0.72,24.9,Pluie,7 places,Oui,Oui,Oui,13979.41,4
2025-11-19,Andavamamba – Ivato,16:45,17:33,26,35,10.2,12,Non,Non,1,74.3,0.85,27.3,Brouillard,7 places,Oui,Non,Oui,24178.16,5
2025-11-20,Analakely – Ankatso,15:45,16:37,29,35,12.4,16,Non,Non,1,82.9,0.78,33.2,Brouillard,7 places,Non,Oui,Oui,5820.47,4
2025-11-21,Ankorondrano – Itaosy,20:30,21:20,29,40,12.6,19,Non,Non,0,72.5,0.66,33.8,Brouillard,9 places,Non,Non,Non,27825.57,5
2025-11-22,Mahamasina – 67Ha,14:00,15:21,29,35,14.5,14,Non,Oui,5,82.9,1.04,38.9,Brouillard,5 places,Non,Non,Non,11797.61,2
2025-11-23,Andavamamba – Ivato,08:00,09:11,25,30,8.9,18,Non,Non,0,83.3,0.49,23.9,Soleil,5 places,Oui,Non,Oui,42793.76,2
2025-11-24,Mahamasina – 67Ha,19:15,20:14,5,25,15.3,14,Non,Non,1,20.0,1.09,41.0,Soleil,7 places,Non,Non,Oui,14864.63,2
2025-11-25,Ankorondrano – Itaosy,14:30,15:30,8,25,8.0,16,Oui,Non,3,32.0,0.5,21.4,Pluie,5 places,Non,Non,Oui,17339.68,4
2025-11-26,Ankorondrano – Itaosy,17:15,18:29,12,35,13.1,10,Non,Oui,2,34.3,1.31,35.1,Brouillard,7 places,Non,Non,Oui,36386.22,2
2025-11-27,Ambohijatovo – Anosizato,13:15,13:56,19,40,16.4,18,Oui,Oui,5,47.5,0.91,44.0,Pluie,5 places,Oui,Non,Oui,20823.02,2
2025-11-28,Mahamasina – 67Ha,13:00,13:44,25,40,16.8,20,Non,Non,1,62.5,0.84,45.0,Vent fort,5 places,Non,Non,Non,39027.35,1
2025-11-29,Andavamamba – Ivato,15:45,16:26,14,35,15.5,13,Non,Oui,5,40.0,1.19,41.5,Pluie,5 places,Oui,Oui,Oui,48623.55,3
2025-11-30,Ankorondrano – Itaosy,12:15,12:51,28,35,10.7,15,Non,Oui,4,80.0,0.71,28.7,Soleil,5 places,Oui,Non,Oui,15263.59,5
2025-12-01,Andavamamba – Ivato,05:30,06:05,14,30,12.5,17,Non,Non,0,46.7,0.74,33.5,Vent fort,7 places,Non,Non,Oui,15558.89,1
2025-12-02,Ankorondrano – Itaosy,20:30,21:58,27,30,16.9,14,Non,Oui,0,90.0,1.21,45.3,Soleil,7 places,Oui,Non,Non,8605.17,5
2025-12-03,Ambohijatovo – Anosizato,10:15,11:05,20,30,16.0,16,Non,Non,0,66.7,1.0,42.9,Vent fort,9 places,Oui,Oui,Non,41269.66,2
2025-12-04,Ankorondrano – Itaosy,13:15,14:21,23,30,8.0,13,Non,Non,1,76.7,0.62,21.4,Vent fort,12 places,Non,Oui,Oui,29112.25,1
2025-12-05,Mahamasina – 67Ha,09:00,09:54,19,35,9.8,15,Non,Oui,1,54.3,0.65,26.3,Soleil,9 places,Oui,Non,Oui,7338.71,3
2025-12-06,Ankorondrano – Itaosy,12:45,14:01,25,25,10.5,17,Non,Oui,4,100.0,0.62,28.1,Vent fort,5 places,Oui,Non,Non,28902.63,5
2025-12-07,Ankorondrano – Itaosy,09:15,10:37,23,30,9.4,10,Non,Non,0,76.7,0.94,25.2,Orage,9 places,Oui,Non,Oui,18124.82,2
2025-12-08,Mahamasina – 67Ha,15:30,16:03,14,30,11.4,18,Non,Non,0,46.7,0.63,30.6,Pluie,7 places,Non,Non,Non,40123.65,5
2025-12-09,Ankorondrano – Itaosy,12:45,14:01,25,25,10.5,17,Non,Oui,4,100.0,0.62,28.1,Vent fort,5 places,Oui,Non,Non,28902.63,5
2025-12-10,Ambohijatovo – Anosizato,16:00,17:28,24,25,16.6,19,Non,Oui,4,96.0,0.87,44.5,Brouillard,5 places,Oui,Non,Non,31040.39,4
2025-12-11,Ambohijatovo – Anosizato,10:00,11:21,30,35,11.8,15,Non,Oui,3,85.7,0.79,31.6,Pluie,5 places,Non,Non,Oui,48972.84,2
2025-12-12,Ankorondrano – Itaosy,11:30,12:47,11,25,11.6,10,Non,Oui,2,44.0,1.16,31.1,Pluie,9 places,Non,Non,Oui,48807.0,1
2025-12-01,Ambohijatovo – Anosizato,19:45,20:28,32,40,16.1,17,Non,Non,0,80.0,0.95,43.1,Orage,12 places,Non,Non,Oui,37212.12,1
2025-12-02,Andavamamba – Ivato,17:15,17:56,12,35,15.5,17,Non,Non,1,34.3,0.91,41.5,Soleil,5 places,Non,Oui,Non,39806.29,4
2025-12-03,Analakely – Ankatso,08:15,09:42,10,35,17.6,14,Non,Non,0,28.6,1.26,47.2,Brouillard,12 places,Oui,Oui,Non,22827.77,2
2025-12-04,Mahamasina – 67Ha,13:15,13:54,40,40,16.3,20,Non,Non,1,100.0,0.82,43.7,Pluie,9 places,Non,Non,Oui,19595.02,4
2025-12-05,Ankorondrano – Itaosy,17:15,18:05,6,25,16.4,17,Non,Non,0,24.0,0.96,44.0,Brouillard,5 places,Oui,Non,Oui,49450.35,1
2025-12-06,Ambohijatovo – Anosizato,07:00,08:20,8,30,15.1,19,Non,Non,1,26.7,0.79,40.5,Brouillard,12 places,Non,Oui,Non,34871.2,1
2025-12-07,Ankorondrano – Itaosy,06:45,08:08,21,30,17.0,10,Oui,Non,1,70.0,1.7,45.6,Pluie,9 places,Non,Non,Oui,14262.85,1
